期數,日期,號碼1,號碼2,號碼3,號碼4,號碼5,號碼6,特別號
102105.0,2013/12/20,8.0,9.0,14.0,17.0,25.0,45.0,27.0
102106.0,2013/12/24,9.0,21.0,24.0,33.0,36.0,43.0,3.0
102107.0,2013/12/27,2.0,12.0,16.0,31.0,39.0,43.0,18.0
102108.0,2013/12/31,5.0,27.0,29.0,36.0,40.0,42.0,35.0
103001.0,2014/1/3,11.0,18.0,20.0,21.0,35.0,37.0,8.0
103002.0,2014/1/7,1.0,7.0,21.0,25.0,35.0,36.0,39.0
103003.0,2014/1/10,7.0,17.0,19.0,30.0,32.0,37.0,3.0
103004.0,2014/1/14,2.0,11.0,21.0,41.0,45.0,49.0,26.0
103005.0,2014/1/17,13.0,15.0,20.0,26.0,29.0,36.0,37.0
103006.0,2014/1/21,12.0,15.0,22.0,38.0,43.0,44.0,9.0
103007.0,2014/1/24,1.0,4.0,20.0,29.0,41.0,45.0,36.0
103008.0,2014/1/28,1.0,2.0,5.0,7.0,26.0,30.0,24.0
103009.0,2014/1/30,9.0,22.0,44.0,45.0,48.0,49.0,8.0
103010.0,2014/1/31,17.0,23.0,27.0,38.0,48.0,49.0,19.0
103011.0,2014/2/1,6.0,9.0,13.0,19.0,36.0,37.0,27.0
103012.0,2014/2/2,3.0,13.0,14.0,19.0,24.0,45.0,5.0
103013.0,2014/2/3,1.0,2.0,16.0,17.0,27.0,30.0,48.0
103014.0,2014/2/4,8.0,12.0,19.0,32.0,42.0,46.0,28.0
103015.0,2014/2/7,5.0,11.0,12.0,21.0,22.0,28.0,25.0
103016.0,2014/2/11,6.0,15.0,21.0,22.0,31.0,44.0,41.0
103017.0,2014/2/14,10.0,19.0,20.0,24.0,33.0,48.0,1.0
103018.0,2014/2/18,6.0,19.0,20.0,26.0,32.0,47.0,35.0
103019.0,2014/2/21,11.0,12.0,23.0,28.0,40.0,48.0,9.0
103020.0,2014/2/25,3.0,5.0,9.0,12.0,13.0,46.0,4.0
103021.0,2014/2/28,13.0,17.0,18.0,24.0,28.0,32.0,37.0
103022.0,2014/3/4,8.0,26.0,35.0,37.0,40.0,43.0,6.0
103023.0,2014/3/7,6.0,18.0,26.0,30.0,37.0,38.0,16.0
103024.0,2014/3/11,13.0,15.0,16.0,20.0,40.0,43.0,14.0
103025.0,2014/3/14,2.0,8.0,27.0,40.0,41.0,47.0,28.0
103026.0,2014/3/18,12.0,26.0,28.0,35.0,39.0,40.0,16.0
103027.0,2014/3/21,8.0,18.0,26.0,31.0,46.0,47.0,20.0
103028.0,2014/3/25,19.0,23.0,25.0,30.0,42.0,47.0,16.0
103029.0,2014/3/28,9.0,18.0,23.0,35.0,36.0,47.0,41.0
103030.0,2014/4/1,18.0,22.0,29.0,30.0,46.0,47.0,6.0
103031.0,2014/4/4,8.0,24.0,35.0,37.0,41.0,47.0,23.0
103032.0,2014/4/8,1.0,14.0,17.0,27.0,28.0,45.0,11.0
103033.0,2014/4/11,1.0,3.0,4.0,9.0,12.0,17.0,15.0
103034.0,2014/4/15,5.0,8.0,24.0,26.0,35.0,44.0,41.0
103035.0,2014/4/18,8.0,9.0,15.0,40.0,44.0,48.0,24.0
103036.0,2014/4/22,11.0,12.0,15.0,18.0,20.0,37.0,42.0
103037.0,2014/4/25,4.0,24.0,34.0,35.0,38.0,46.0,30.0
103038.0,2014/4/29,2.0,9.0,27.0,30.0,44.0,46.0,22.0
103039.0,2014/5/2,1.0,7.0,23.0,25.0,37.0,40.0,12.0
103040.0,2014/5/6,10.0,25.0,35.0,39.0,40.0,46.0,31.0
103041.0,2014/5/9,1.0,11.0,13.0,21.0,27.0,37.0,3.0
103042.0,2014/5/13,15.0,20.0,29.0,31.0,32.0,44.0,23.0
103043.0,2014/5/16,14.0,31.0,38.0,41.0,42.0,45.0,29.0
103044.0,2014/5/20,6.0,13.0,30.0,33.0,34.0,35.0,38.0
103045.0,2014/5/23,11.0,17.0,22.0,27.0,30.0,46.0,15.0
103046.0,2014/5/27,10.0,19.0,23.0,26.0,32.0,39.0,16.0
103047.0,2014/5/30,9.0,17.0,21.0,24.0,30.0,35.0,15.0
103048.0,2014/6/3,16.0,31.0,32.0,33.0,35.0,44.0,46.0
103049.0,2014/6/6,25.0,29.0,40.0,41.0,47.0,49.0,48.0
103050.0,2014/6/10,3.0,11.0,28.0,32.0,33.0,35.0,30.0
103051.0,2014/6/13,4.0,21.0,28.0,32.0,37.0,42.0,16.0
103052.0,2014/6/17,3.0,6.0,18.0,20.0,25.0,48.0,12.0
103053.0,2014/6/20,12.0,14.0,16.0,33.0,36.0,47.0,48.0
103054.0,2014/6/24,1.0,8.0,12.0,14.0,40.0,41.0,15.0
103055.0,2014/6/27,13.0,21.0,27.0,34.0,35.0,36.0,24.0
103056.0,2014/7/1,6.0,7.0,8.0,9.0,21.0,48.0,18.0
103057.0,2014/7/4,3.0,14.0,17.0,24.0,27.0,48.0,28.0
103058.0,2014/7/8,10.0,22.0,25.0,33.0,39.0,47.0,38.0
103059.0,2014/7/11,1.0,7.0,14.0,15.0,18.0,30.0,33.0
103060.0,2014/7/15,7.0,18.0,23.0,32.0,34.0,48.0,13.0
103061.0,2014/7/18,1.0,2.0,15.0,19.0,21.0,30.0,40.0
103062.0,2014/7/22,3.0,9.0,13.0,17.0,28.0,42.0,14.0
103063.0,2014/7/25,5.0,21.0,30.0,32.0,35.0,45.0,26.0
103064.0,2014/7/29,31.0,32.0,34.0,36.0,44.0,47.0,46.0
103065.0,2014/8/1,5.0,8.0,21.0,23.0,32.0,45.0,18.0
103066.0,2014/8/5,4.0,11.0,26.0,33.0,40.0,42.0,34.0
103067.0,2014/8/8,26.0,31.0,32.0,38.0,42.0,45.0,37.0
103068.0,2014/8/12,4.0,6.0,10.0,12.0,34.0,45.0,44.0
103069.0,2014/8/15,18.0,23.0,29.0,46.0,47.0,48.0,5.0
103070.0,2014/8/19,6.0,7.0,9.0,12.0,14.0,19.0,17.0
103071.0,2014/8/22,8.0,16.0,23.0,30.0,31.0,43.0,18.0
103072.0,2014/8/26,1.0,17.0,19.0,23.0,32.0,43.0,9.0
103073.0,2014/8/29,9.0,10.0,21.0,23.0,38.0,39.0,35.0
103074.0,2014/9/2,7.0,8.0,36.0,39.0,42.0,43.0,22.0
103075.0,2014/9/5,10.0,16.0,25.0,27.0,32.0,36.0,45.0
103076.0,2014/9/9,21.0,23.0,29.0,41.0,42.0,49.0,14.0
103077.0,2014/9/12,2.0,23.0,27.0,31.0,36.0,49.0,15.0
103078.0,2014/9/16,7.0,12.0,16.0,18.0,19.0,41.0,45.0
103079.0,2014/9/19,2.0,6.0,17.0,29.0,32.0,39.0,4.0
103080.0,2014/9/23,2.0,11.0,20.0,28.0,32.0,38.0,16.0
103081.0,2014/9/26,8.0,15.0,19.0,22.0,29.0,37.0,39.0
103082.0,2014/9/30,18.0,35.0,36.0,41.0,47.0,49.0,15.0
103083.0,2014/10/3,10.0,14.0,19.0,24.0,35.0,37.0,39.0
103084.0,2014/10/7,17.0,18.0,40.0,41.0,45.0,47.0,29.0
103085.0,2014/10/10,1.0,11.0,19.0,24.0,26.0,28.0,33.0
103086.0,2014/10/14,9.0,10.0,14.0,20.0,36.0,47.0,8.0
103087.0,2014/10/17,2.0,11.0,20.0,32.0,33.0,36.0,39.0
103088.0,2014/10/21,14.0,28.0,31.0,38.0,42.0,44.0,45.0
103089.0,2014/10/24,1.0,17.0,20.0,36.0,37.0,45.0,15.0
103090.0,2014/10/28,5.0,16.0,25.0,32.0,37.0,44.0,21.0
103091.0,2014/10/31,2.0,8.0,10.0,14.0,27.0,49.0,20.0
103092.0,2014/11/4,3.0,20.0,30.0,35.0,38.0,41.0,47.0
103093.0,2014/11/7,11.0,19.0,25.0,27.0,40.0,49.0,33.0
103094.0,2014/11/11,5.0,11.0,18.0,23.0,36.0,43.0,14.0
103095.0,2014/11/14,15.0,16.0,29.0,34.0,41.0,44.0,49.0
103096.0,2014/11/18,11.0,12.0,20.0,26.0,28.0,43.0,6.0
103097.0,2014/11/21,2.0,3.0,22.0,26.0,32.0,34.0,40.0
103098.0,2014/11/25,1.0,15.0,16.0,32.0,44.0,48.0,40.0
103099.0,2014/11/28,1.0,10.0,21.0,35.0,40.0,44.0,36.0
103100.0,2014/12/2,9.0,11.0,13.0,23.0,26.0,42.0,47.0
103101.0,2014/12/5,11.0,18.0,30.0,34.0,37.0,47.0,17.0
103102.0,2014/12/9,7.0,9.0,23.0,33.0,41.0,43.0,24.0
103103.0,2014/12/12,7.0,8.0,24.0,29.0,32.0,48.0,37.0
103104.0,2014/12/16,17.0,28.0,32.0,34.0,35.0,45.0,8.0
103105.0,2014/12/19,1.0,9.0,24.0,32.0,41.0,49.0,40.0
103106.0,2014/12/23,3.0,27.0,30.0,31.0,32.0,39.0,35.0
103107.0,2014/12/26,9.0,27.0,32.0,42.0,45.0,49.0,30.0
103108.0,2014/12/30,7.0,30.0,32.0,44.0,48.0,49.0,45.0
104001.0,2015/1/2,13.0,22.0,23.0,29.0,31.0,48.0,6.0
104002.0,2015/1/6,11.0,16.0,29.0,30.0,37.0,43.0,13.0
104003.0,2015/1/9,7.0,8.0,18.0,21.0,23.0,24.0,11.0
104004.0,2015/1/13,2.0,14.0,16.0,22.0,37.0,46.0,49.0
104005.0,2015/1/16,2.0,17.0,28.0,32.0,38.0,46.0,49.0
104006.0,2015/1/20,9.0,24.0,28.0,35.0,45.0,47.0,48.0
104007.0,2015/1/23,8.0,16.0,20.0,38.0,39.0,42.0,29.0
104008.0,2015/1/27,4.0,9.0,15.0,21.0,27.0,45.0,6.0
104009.0,2015/1/30,3.0,14.0,24.0,35.0,39.0,44.0,28.0
104010.0,2015/2/3,5.0,13.0,15.0,16.0,18.0,30.0,8.0
104011.0,2015/2/6,5.0,11.0,29.0,36.0,42.0,46.0,48.0
104012.0,2015/2/10,14.0,15.0,26.0,29.0,35.0,44.0,9.0
104013.0,2015/2/13,1.0,9.0,15.0,25.0,29.0,35.0,38.0
104014.0,2015/2/17,3.0,11.0,15.0,23.0,40.0,46.0,13.0
104015.0,2015/2/18,3.0,6.0,15.0,16.0,27.0,31.0,14.0
104016.0,2015/2/19,7.0,25.0,27.0,31.0,40.0,49.0,11.0
104017.0,2015/2/20,5.0,9.0,10.0,28.0,29.0,45.0,41.0
104018.0,2015/2/21,2.0,5.0,11.0,17.0,27.0,40.0,20.0
104019.0,2015/2/22,3.0,6.0,12.0,34.0,37.0,43.0,28.0
104020.0,2015/2/23,14.0,20.0,21.0,32.0,38.0,43.0,23.0
104021.0,2015/2/24,3.0,28.0,39.0,41.0,46.0,48.0,9.0
104022.0,2015/2/27,2.0,6.0,27.0,34.0,38.0,43.0,45.0
104023.0,2015/3/3,4.0,6.0,11.0,41.0,43.0,46.0,21.0
104024.0,2015/3/6,6.0,21.0,22.0,35.0,37.0,44.0,29.0
104025.0,2015/3/10,3.0,11.0,25.0,34.0,46.0,47.0,42.0
104026.0,2015/3/13,6.0,9.0,14.0,16.0,22.0,33.0,11.0
104027.0,2015/3/17,5.0,32.0,36.0,40.0,42.0,49.0,1.0
104028.0,2015/3/20,4.0,7.0,9.0,13.0,29.0,46.0,8.0
104029.0,2015/3/24,3.0,4.0,6.0,9.0,17.0,24.0,28.0
104030.0,2015/3/27,12.0,13.0,15.0,18.0,24.0,36.0,39.0
104031.0,2015/3/31,2.0,4.0,13.0,25.0,32.0,43.0,15.0
104032.0,2015/4/3,13.0,32.0,36.0,40.0,42.0,43.0,41.0
104033.0,2015/4/7,11.0,17.0,19.0,33.0,45.0,47.0,4.0
104034.0,2015/4/10,10.0,11.0,17.0,20.0,42.0,44.0,13.0
104035.0,2015/4/14,1.0,22.0,23.0,38.0,48.0,49.0,11.0
104036.0,2015/4/17,26.0,32.0,33.0,36.0,45.0,47.0,39.0
104037.0,2015/4/21,1.0,3.0,11.0,22.0,29.0,33.0,30.0
104038.0,2015/4/24,13.0,25.0,31.0,35.0,41.0,46.0,49.0
104039.0,2015/4/28,3.0,5.0,12.0,26.0,36.0,44.0,23.0
104040.0,2015/5/1,8.0,15.0,25.0,29.0,47.0,49.0,9.0
104041.0,2015/5/5,8.0,28.0,41.0,42.0,44.0,49.0,30.0
104042.0,2015/5/8,2.0,10.0,15.0,28.0,44.0,49.0,39.0
104043.0,2015/5/12,1.0,13.0,23.0,29.0,31.0,33.0,17.0
104044.0,2015/5/15,3.0,6.0,18.0,27.0,29.0,32.0,40.0
104045.0,2015/5/19,15.0,16.0,29.0,39.0,42.0,46.0,14.0
104046.0,2015/5/22,3.0,21.0,23.0,28.0,37.0,43.0,5.0
104047.0,2015/5/26,2.0,10.0,11.0,20.0,26.0,45.0,30.0
104048.0,2015/5/29,2.0,5.0,11.0,28.0,32.0,34.0,24.0
104049.0,2015/6/2,1.0,7.0,19.0,20.0,46.0,47.0,13.0
104050.0,2015/6/5,8.0,21.0,32.0,35.0,41.0,48.0,34.0
104051.0,2015/6/9,3.0,20.0,27.0,34.0,37.0,44.0,12.0
104052.0,2015/6/12,8.0,19.0,22.0,24.0,26.0,28.0,18.0
104053.0,2015/6/16,3.0,4.0,25.0,35.0,41.0,45.0,7.0
104054.0,2015/6/19,3.0,5.0,11.0,18.0,25.0,38.0,15.0
104055.0,2015/6/23,2.0,13.0,33.0,35.0,43.0,45.0,5.0
104056.0,2015/6/26,5.0,6.0,12.0,28.0,29.0,41.0,7.0
104057.0,2015/6/30,18.0,19.0,32.0,35.0,46.0,48.0,47.0
104058.0,2015/7/3,21.0,23.0,28.0,29.0,41.0,46.0,24.0
104059.0,2015/7/7,1.0,14.0,27.0,33.0,42.0,46.0,41.0
104060.0,2015/7/10,5.0,6.0,13.0,26.0,29.0,47.0,33.0
104061.0,2015/7/14,10.0,12.0,14.0,19.0,30.0,45.0,41.0
104062.0,2015/7/17,4.0,7.0,20.0,27.0,33.0,40.0,38.0
104063.0,2015/7/21,8.0,9.0,16.0,39.0,40.0,44.0,28.0
104064.0,2015/7/24,10.0,12.0,25.0,33.0,39.0,42.0,29.0
104065.0,2015/7/28,6.0,15.0,27.0,32.0,44.0,49.0,16.0
104066.0,2015/7/31,13.0,16.0,18.0,30.0,32.0,40.0,29.0
104067.0,2015/8/4,3.0,12.0,17.0,19.0,38.0,48.0,43.0
104068.0,2015/8/7,25.0,26.0,27.0,28.0,36.0,37.0,38.0
104069.0,2015/8/11,1.0,2.0,35.0,43.0,45.0,46.0,14.0
104070.0,2015/8/14,5.0,13.0,14.0,23.0,24.0,42.0,35.0
104071.0,2015/8/18,8.0,20.0,29.0,30.0,42.0,49.0,21.0
104072.0,2015/8/21,10.0,15.0,20.0,21.0,27.0,36.0,45.0
104073.0,2015/8/25,13.0,15.0,22.0,26.0,45.0,47.0,49.0
104074.0,2015/8/28,8.0,11.0,12.0,15.0,40.0,46.0,16.0
104075.0,2015/9/1,9.0,18.0,19.0,20.0,40.0,48.0,3.0
104076.0,2015/9/4,19.0,20.0,44.0,46.0,47.0,49.0,9.0
104077.0,2015/9/8,8.0,28.0,31.0,32.0,36.0,43.0,9.0
104078.0,2015/9/11,5.0,10.0,18.0,29.0,41.0,44.0,30.0
104079.0,2015/9/15,2.0,13.0,30.0,31.0,34.0,44.0,39.0
104080.0,2015/9/18,6.0,16.0,17.0,36.0,37.0,41.0,28.0
104081.0,2015/9/22,6.0,10.0,39.0,44.0,46.0,47.0,30.0
104082.0,2015/9/25,9.0,13.0,21.0,25.0,38.0,39.0,2.0
104083.0,2015/9/29,1.0,3.0,25.0,31.0,35.0,44.0,15.0
104084.0,2015/10/2,11.0,15.0,36.0,41.0,44.0,45.0,35.0
104085.0,2015/10/6,3.0,8.0,10.0,28.0,38.0,47.0,13.0
104086.0,2015/10/9,2.0,8.0,22.0,27.0,35.0,43.0,24.0
104087.0,2015/10/13,24.0,29.0,31.0,32.0,44.0,49.0,39.0
104088.0,2015/10/16,20.0,25.0,29.0,31.0,40.0,44.0,21.0
104089.0,2015/10/20,12.0,17.0,32.0,37.0,38.0,39.0,27.0
104090.0,2015/10/23,1.0,16.0,41.0,43.0,46.0,47.0,25.0
104091.0,2015/10/27,7.0,8.0,10.0,17.0,34.0,36.0,43.0
104092.0,2015/10/30,3.0,6.0,8.0,15.0,20.0,30.0,40.0
104093.0,2015/11/3,8.0,16.0,22.0,28.0,45.0,48.0,13.0
104094.0,2015/11/6,8.0,24.0,27.0,30.0,45.0,49.0,42.0
104095.0,2015/11/10,7.0,10.0,11.0,27.0,28.0,45.0,21.0
104096.0,2015/11/13,1.0,11.0,16.0,18.0,31.0,33.0,19.0
104097.0,2015/11/17,2.0,7.0,26.0,31.0,44.0,47.0,36.0
104098.0,2015/11/20,4.0,9.0,10.0,39.0,40.0,42.0,8.0
104099.0,2015/11/24,1.0,9.0,13.0,28.0,29.0,48.0,45.0
104100.0,2015/11/27,4.0,5.0,23.0,25.0,40.0,41.0,11.0
104101.0,2015/12/1,6.0,13.0,15.0,19.0,37.0,41.0,22.0
104102.0,2015/12/4,16.0,21.0,34.0,37.0,41.0,47.0,29.0
104103.0,2015/12/8,8.0,15.0,32.0,36.0,40.0,43.0,3.0
104104.0,2015/12/11,1.0,4.0,25.0,29.0,42.0,43.0,11.0
104105.0,2015/12/15,4.0,11.0,18.0,22.0,23.0,31.0,19.0
104106.0,2015/12/18,5.0,6.0,11.0,15.0,18.0,25.0,31.0
104107.0,2015/12/22,8.0,12.0,13.0,29.0,37.0,49.0,43.0
104108.0,2015/12/25,3.0,7.0,11.0,12.0,16.0,30.0,13.0
104109.0,2015/12/29,1.0,8.0,13.0,30.0,32.0,42.0,11.0
105001.0,2016/1/1,16.0,19.0,24.0,29.0,41.0,43.0,32.0
105002.0,2016/1/5,1.0,3.0,7.0,15.0,25.0,33.0,21.0
105003.0,2016/1/8,3.0,10.0,13.0,28.0,44.0,48.0,1.0
105004.0,2016/1/12,5.0,15.0,18.0,39.0,40.0,44.0,37.0
105005.0,2016/1/15,6.0,11.0,16.0,17.0,27.0,42.0,35.0
105006.0,2016/1/19,4.0,9.0,14.0,23.0,44.0,46.0,41.0
105007.0,2016/1/22,10.0,15.0,17.0,20.0,43.0,46.0,37.0
105008.0,2016/1/26,11.0,13.0,17.0,35.0,39.0,46.0,2.0
105009.0,2016/1/29,16.0,35.0,38.0,44.0,45.0,48.0,27.0
105010.0,2016/2/2,15.0,21.0,23.0,26.0,43.0,48.0,34.0
105011.0,2016/2/5,4.0,5.0,26.0,30.0,38.0,41.0,28.0
105012.0,2016/2/7,4.0,11.0,21.0,25.0,35.0,37.0,43.0
105013.0,2016/2/8,8.0,12.0,13.0,16.0,27.0,32.0,24.0
105014.0,2016/2/9,9.0,24.0,25.0,31.0,37.0,45.0,12.0
105015.0,2016/2/10,18.0,19.0,22.0,32.0,44.0,47.0,9.0
105016.0,2016/2/11,3.0,13.0,29.0,30.0,34.0,48.0,28.0
105017.0,2016/2/12,6.0,10.0,11.0,22.0,32.0,45.0,4.0
105018.0,2016/2/13,4.0,6.0,18.0,29.0,35.0,48.0,20.0
105019.0,2016/2/14,1.0,3.0,16.0,20.0,21.0,26.0,22.0
105020.0,2016/2/16,11.0,23.0,29.0,33.0,34.0,40.0,6.0
105021.0,2016/2/19,11.0,20.0,23.0,30.0,39.0,44.0,49.0
105022.0,2016/2/23,10.0,14.0,19.0,20.0,43.0,45.0,22.0
105023.0,2016/2/26,3.0,9.0,17.0,21.0,41.0,46.0,27.0
105024.0,2016/3/1,7.0,14.0,17.0,22.0,23.0,34.0,12.0
105025.0,2016/3/4,5.0,7.0,12.0,17.0,22.0,29.0,4.0
105026.0,2016/3/8,3.0,27.0,30.0,35.0,39.0,41.0,32.0
105027.0,2016/3/11,9.0,16.0,30.0,34.0,36.0,49.0,31.0
105028.0,2016/3/15,6.0,14.0,30.0,42.0,47.0,48.0,18.0
105029.0,2016/3/18,1.0,3.0,4.0,18.0,25.0,47.0,13.0
105030.0,2016/3/22,7.0,11.0,16.0,20.0,30.0,33.0,6.0
105031.0,2016/3/25,7.0,11.0,22.0,37.0,40.0,41.0,20.0
105032.0,2016/3/29,1.0,17.0,18.0,34.0,46.0,47.0,25.0
105033.0,2016/4/1,8.0,12.0,16.0,29.0,37.0,39.0,40.0
105034.0,2016/4/5,14.0,23.0,26.0,32.0,38.0,43.0,3.0
105035.0,2016/4/8,2.0,7.0,13.0,30.0,36.0,45.0,43.0
105036.0,2016/4/12,11.0,14.0,19.0,39.0,45.0,49.0,23.0
105037.0,2016/4/15,9.0,13.0,17.0,28.0,45.0,47.0,3.0
105038.0,2016/4/19,12.0,21.0,39.0,41.0,46.0,47.0,14.0
105039.0,2016/4/22,12.0,19.0,23.0,33.0,46.0,48.0,29.0
105040.0,2016/4/26,6.0,12.0,21.0,25.0,34.0,43.0,28.0
105041.0,2016/4/29,8.0,14.0,27.0,31.0,36.0,40.0,3.0
105042.0,2016/5/3,1.0,7.0,17.0,40.0,41.0,43.0,33.0
105043.0,2016/5/6,1.0,26.0,37.0,39.0,42.0,48.0,41.0
105044.0,2016/5/10,3.0,4.0,8.0,22.0,36.0,38.0,7.0
105045.0,2016/5/13,3.0,10.0,22.0,31.0,35.0,38.0,37.0
105046.0,2016/5/17,2.0,3.0,20.0,23.0,34.0,42.0,40.0
105047.0,2016/5/20,5.0,10.0,25.0,30.0,40.0,43.0,26.0
105048.0,2016/5/24,6.0,8.0,13.0,21.0,33.0,39.0,45.0
105049.0,2016/5/27,2.0,9.0,13.0,16.0,24.0,39.0,41.0
105050.0,2016/5/31,1.0,2.0,5.0,32.0,45.0,46.0,43.0
105051.0,2016/6/3,3.0,10.0,27.0,33.0,41.0,44.0,7.0
105052.0,2016/6/7,5.0,8.0,23.0,31.0,39.0,44.0,19.0
105053.0,2016/6/10,4.0,13.0,15.0,22.0,23.0,48.0,3.0
105054.0,2016/6/14,12.0,13.0,16.0,33.0,35.0,37.0,18.0
105055.0,2016/6/17,7.0,10.0,17.0,20.0,21.0,31.0,49.0
105056.0,2016/6/21,2.0,27.0,34.0,35.0,36.0,49.0,26.0
105057.0,2016/6/24,14.0,17.0,27.0,28.0,39.0,41.0,18.0
105058.0,2016/6/28,7.0,8.0,25.0,39.0,45.0,46.0,38.0
105059.0,2016/7/1,8.0,20.0,24.0,34.0,41.0,43.0,32.0
105060.0,2016/7/5,6.0,9.0,15.0,17.0,40.0,47.0,24.0
105061.0,2016/7/8,9.0,10.0,13.0,19.0,23.0,35.0,38.0
105062.0,2016/7/12,25.0,31.0,34.0,42.0,43.0,46.0,5.0
105063.0,2016/7/15,24.0,25.0,29.0,33.0,35.0,38.0,49.0
105064.0,2016/7/19,7.0,13.0,33.0,40.0,45.0,46.0,39.0
105065.0,2016/7/22,2.0,10.0,17.0,27.0,33.0,49.0,15.0
105066.0,2016/7/26,9.0,15.0,19.0,22.0,35.0,41.0,37.0
105067.0,2016/7/29,9.0,15.0,27.0,28.0,30.0,41.0,13.0
105068.0,2016/8/2,4.0,15.0,20.0,22.0,28.0,29.0,1.0
105069.0,2016/8/5,1.0,2.0,22.0,27.0,35.0,40.0,33.0
105070.0,2016/8/9,15.0,17.0,30.0,35.0,37.0,45.0,41.0
105071.0,2016/8/12,8.0,20.0,33.0,35.0,42.0,43.0,10.0
105072.0,2016/8/16,5.0,14.0,15.0,20.0,27.0,29.0,35.0
105073.0,2016/8/19,5.0,19.0,26.0,44.0,46.0,48.0,36.0
105074.0,2016/8/23,25.0,26.0,37.0,38.0,44.0,48.0,31.0
105075.0,2016/8/26,9.0,28.0,34.0,41.0,42.0,49.0,6.0
105076.0,2016/8/30,1.0,11.0,18.0,27.0,36.0,46.0,26.0
105077.0,2016/9/2,9.0,11.0,20.0,21.0,45.0,46.0,42.0
105078.0,2016/9/6,4.0,7.0,20.0,23.0,28.0,45.0,35.0
105079.0,2016/9/9,1.0,12.0,35.0,36.0,41.0,44.0,21.0
105080.0,2016/9/13,3.0,16.0,22.0,33.0,40.0,41.0,39.0
105081.0,2016/9/16,17.0,23.0,30.0,31.0,34.0,49.0,36.0
105082.0,2016/9/20,4.0,7.0,17.0,22.0,44.0,45.0,32.0
105083.0,2016/9/23,1.0,2.0,29.0,31.0,33.0,43.0,40.0
105084.0,2016/9/27,14.0,15.0,16.0,35.0,46.0,48.0,2.0
105085.0,2016/9/30,4.0,10.0,31.0,38.0,40.0,48.0,5.0
105086.0,2016/10/4,11.0,23.0,30.0,35.0,40.0,44.0,7.0
105087.0,2016/10/7,10.0,16.0,30.0,33.0,37.0,42.0,43.0
105088.0,2016/10/11,2.0,8.0,13.0,14.0,37.0,39.0,38.0
105089.0,2016/10/14,10.0,23.0,29.0,30.0,44.0,47.0,7.0
105090.0,2016/10/18,14.0,15.0,16.0,24.0,44.0,47.0,21.0
105091.0,2016/10/21,2.0,8.0,21.0,32.0,33.0,37.0,15.0
105092.0,2016/10/25,5.0,15.0,25.0,27.0,33.0,34.0,43.0
105093.0,2016/10/28,1.0,10.0,13.0,33.0,37.0,38.0,40.0
105094.0,2016/11/1,10.0,11.0,15.0,20.0,31.0,49.0,44.0
105095.0,2016/11/4,2.0,3.0,17.0,28.0,38.0,49.0,21.0
105096.0,2016/11/8,3.0,6.0,11.0,17.0,22.0,49.0,44.0
105097.0,2016/11/11,2.0,7.0,8.0,22.0,28.0,32.0,20.0
105098.0,2016/11/15,7.0,8.0,25.0,33.0,41.0,43.0,6.0
105099.0,2016/11/18,6.0,18.0,24.0,25.0,26.0,34.0,19.0
105100.0,2016/11/22,1.0,21.0,24.0,25.0,34.0,44.0,19.0
105101.0,2016/11/25,1.0,3.0,22.0,28.0,37.0,42.0,10.0
105102.0,2016/11/29,3.0,21.0,26.0,28.0,38.0,40.0,42.0
105103.0,2016/12/2,5.0,25.0,26.0,34.0,40.0,49.0,47.0
105104.0,2016/12/6,27.0,30.0,32.0,41.0,44.0,46.0,42.0
105105.0,2016/12/9,12.0,28.0,38.0,42.0,44.0,49.0,2.0
105106.0,2016/12/13,19.0,29.0,33.0,36.0,39.0,49.0,6.0
105107.0,2016/12/16,11.0,19.0,25.0,34.0,36.0,42.0,8.0
105108.0,2016/12/20,1.0,29.0,35.0,36.0,44.0,46.0,6.0
105109.0,2016/12/23,8.0,23.0,28.0,38.0,41.0,42.0,30.0
105110.0,2016/12/27,10.0,25.0,26.0,29.0,31.0,40.0,2.0
105111.0,2016/12/30,6.0,7.0,35.0,37.0,38.0,47.0,12.0
106001.0,2017/1/3,18.0,22.0,41.0,42.0,47.0,49.0,45.0
106002.0,2017/1/6,12.0,14.0,32.0,35.0,40.0,43.0,17.0
106003.0,2017/1/10,4.0,13.0,14.0,37.0,39.0,46.0,31.0
106004.0,2017/1/13,14.0,19.0,21.0,25.0,27.0,38.0,22.0
106005.0,2017/1/17,4.0,12.0,17.0,28.0,34.0,40.0,7.0
106006.0,2017/1/20,1.0,5.0,16.0,18.0,31.0,41.0,13.0
106007.0,2017/1/24,1.0,9.0,17.0,31.0,33.0,48.0,49.0
106008.0,2017/1/27,1.0,5.0,7.0,31.0,35.0,49.0,42.0
106009.0,2017/1/28,1.0,19.0,20.0,25.0,30.0,32.0,2.0
106010.0,2017/1/29,3.0,8.0,9.0,12.0,14.0,22.0,46.0
106011.0,2017/1/30,10.0,19.0,26.0,29.0,43.0,45.0,20.0
106012.0,2017/1/31,4.0,11.0,16.0,28.0,33.0,46.0,17.0
106013.0,2017/2/1,4.0,9.0,11.0,32.0,43.0,47.0,44.0
106014.0,2017/2/3,2.0,11.0,25.0,29.0,30.0,33.0,20.0
106015.0,2017/2/7,6.0,18.0,19.0,23.0,32.0,49.0,21.0
106016.0,2017/2/10,7.0,11.0,12.0,15.0,24.0,26.0,6.0
106017.0,2017/2/14,10.0,11.0,21.0,23.0,28.0,37.0,24.0
